reproduction_number,r_scaling,sub_clin_prop,sub_clin_scaling,t2_before_al,t2_after_al,p_test_before_al,p_test_after_al,p_test_sub_after_al,R_eff_after_al,alertIncrease,R_eff_after_al_estimate,R_eff_before_al
6.106970219094929,0.3052003794178022,0.3333333333333333,0.5,2.2584974543274834,0.5742825659230961,0.058485822202568,0.8269034762906214,0.2959899369885011,1.2239001074318587,1.5,2.147335423197492,5.089141849245775
5.681259098702112,0.22222816841063323,0.3333333333333333,0.5,1.0727711878100004,0.7082869030398729,0.05466124535441929,0.7739267070113972,0.12090305947389424,0.8678865748643482,3.0,1.713740458015267,4.734382582251761
5.706339104906547,0.0663597716912536,0.3333333333333333,0.5,2.3788550574064535,1.4568174777497427,0.07377387960593065,0.9293598449372187,0.08585078060928335,0.2756517553339186,2.0,0.8571428571428571,4.755282587422123
5.74890720244251,0.30700118374547036,0.3333333333333333,0.5,2.1916112352349653,1.2338054448418556,0.07350697735238912,0.9207248441122514,0.1419805072976611,1.2517772222675922,1.5,2.33968012185834,4.790756002035425
5.914220896913619,0.2733383644131416,0.3333333333333333,0.5,1.650191121740233,0.617328170590479,0.08022358583968876,0.7906048480331391,0.14696806070758148,1.0912314070615385,3.0,1.8885245901639345,4.928517414094683
5.7183531683276625,0.14805319636911948,0.3333333333333333,0.5,2.678582304237052,0.8415612093761138,0.06152833967530852,0.9932581076145475,0.19401674656410012,0.5578362015739011,3.0,0.8921775898520085,4.765294306939719
5.945546819099776,0.27518518333925235,0.3333333333333333,0.5,1.4734154629145357,1.0423331446660276,0.06112825341385696,0.9409174889440441,0.17092209479095,1.1261037778940994,1.5,2.0887459807073956,4.954622349249814
5.995344828317861,0.08242573756532631,0.3333333333333333,0.5,1.255823057077229,0.5996444720427296,0.07148935687330249,0.7770460817700389,0.27320824163839297,0.33105881002596377,2.0,0.5806451612903226,4.996120690264884
6.368265972741457,0.1586509196386355,0.3333333333333333,0.5,1.4307725806497094,1.0229318946082326,0.08767342486740252,0.9933023167307603,0.20911810649086732,0.6841835599242191,2.0,1.2549019607843137,5.3068883106178815
5.5636011801396315,0.013060308359207823,0.3333333333333333,0.5,1.7537107463931423,1.107138999902254,0.0995596427614836,0.8094386755212453,0.1428149361606704,0.05187304568355777,3.0,0.0,4.636334316783026
5.703219250057465,0.20046981087619076,0.3333333333333333,0.5,2.777426201711273,0.5135367431098514,0.08052227447160976,0.9309437804952263,0.031187028983301168,0.7349553781871824,1.5,1.559077809798271,4.752682708381221
6.171298310843141,0.011885678963156574,0.3333333333333333,0.5,1.8213688386750744,0.9901686851033844,0.07699900066068932,0.9882916449673121,0.28218018701044484,0.04927914351457437,1.5,0.10526315789473684,5.142748592369284
5.552923327864796,0.13030201089005652,0.3333333333333333,0.5,2.948580749913001,0.6320109907100093,0.072216933669865,0.8005871700097593,0.1454945382120296,0.4880642642290428,3.0,0.48484848484848486,4.627436106553996
6.270695965889667,0.25006003353462253,0.3333333333333333,0.5,1.647528036839784,1.1901196520952837,0.06969825554680606,0.7856393596693376,0.22257306251122622,1.1303572515083011,3.0,2.089108910891089,5.225579971574723
5.5719017594840485,0.2930629463948055,0.3333333333333333,0.5,2.140054375984027,1.121152428798322,0.0898877325953962,0.8722363826926074,0.06640180990625862,1.1575420503522384,1.5,2.302325581395349,4.643251466236707
6.065959184106696,0.27026020955676494,0.3333333333333333,0.5,1.066037925171318,1.066037925171318,0.07440482402972241,0.8270888888268302,0.12958171804080373,1.1615570584073156,1.5,2.0229885057471266,5.0549659867555805
6.228432210348548,0.2221674203699393,0.3333333333333333,0.5,1.3373542581358264,0.5892489777615049,0.08687753392507083,0.9400466786444245,0.037961460360183996,0.8976335996612873,2.0,1.7009345794392523,5.190360175290457
6.409892330185175,0.12454499502377701,0.3333333333333333,0.5,1.0817664484318006,1.0817664484318006,0.08837890493279955,0.9746159521801756,0.005750738258348154,0.5532839508595429,2.0,1.1923076923076923,5.341576941820979
5.629739390514195,0.05463299021541184,0.3333333333333333,0.5,1.3867251910424137,0.602091786933586,0.07147160743447305,0.8087250564327149,0.0012063415791397469,0.208276232539625,1.5,0.47619047619047616,4.691449492095162
5.940353918028629,0.17783101451800368,0.3333333333333333,0.5,2.6172980398578565,1.2618754906918999,0.06226036409916333,0.9924819395992859,0.2391961619192803,0.7388339205114094,1.5,1.184313725490196,4.950294931690524
5.837901972029404,0.018886390843125343,0.3333333333333333,0.5,2.5489817928809,1.1530181388166156,0.08282048900010575,0.9774320928695233,0.1719017500861739,0.07645942601135407,3.0,0.11764705882352941,4.864918310024503
6.3735608073138295,0.03984108111730052,0.3333333333333333,0.5,1.3203725355832443,0.8816405995444407,0.06947594911328897,0.8769167480533413,0.17464061280778312,0.1734242528991765,1.5,0.631578947368421,5.311300672761525
6.347741414072875,0.23029977043414387,0.3333333333333333,0.5,1.6541708744355432,0.9565938474694364,0.06170322512817738,0.9588448080286758,0.0450896584140996,0.9972412004600325,1.5,1.6785714285714286,5.289784511727396
6.068622966154766,0.22810045166784085,0.3333333333333333,0.5,2.060452372515353,1.1628535965929927,0.08335603693963622,0.8094462631045913,0.24199936407125833,0.9895699925694822,2.0,1.9276315789473684,5.057185805128972
6.323486735829891,0.04715204054974135,0.3333333333333333,0.5,1.28242377551665,1.28242377551665,0.08387081420993998,0.7541001842964274,0.297988127112409,0.21747074875748992,2.0,0.3488372093023256,5.2695722798582425
5.638644549150888,0.08250577962908759,0.3333333333333333,0.5,1.1457129083989401,0.9637889812282214,0.07344541440007939,0.7040197199559064,0.09589608725200116,0.33514939766038077,1.5,0.5833333333333334,4.69887045762574
6.1873838753135715,0.2684190561533956,0.3333333333333333,0.5,1.8176324760372777,1.3804315267224756,0.0591262738990088,0.8094489958525592,0.2062399590504753,1.2165440515359363,2.0,2.3282828282828283,5.156153229427977
