reproduction_number,r_scaling,sub_clin_prop,sub_clin_scaling,t2_before_al,t2_after_al,p_test_before_al,p_test_after_al,p_test_sub_after_al,R_eff_after_al,R_eff_before_al
6.107496451268181,0.1835833435548424,0.3333333333333333,0.5,1.2406599132435376,1.2406599132435376,0.09495864888197915,0.7453330009384092,0.6989823082410208,0.8011266279073206,5.089580376056818
6.11105270966458,0.23463137094316644,0.3333333333333333,0.5,1.1394516722292396,1.1394516722292396,0.0989604938110848,0.7705233880614556,0.6598388741058107,1.0093356271875469,5.092543924720484
5.902314428144516,0.19884909380564506,0.3333333333333333,0.5,2.8994420995771892,1.8085566694484956,0.07898754247599682,0.7880479465517588,0.5549938313466579,0.8858324542981089,4.918595356787097
6.044779647665276,0.22893163010344791,0.3333333333333333,0.5,1.086806598184094,1.086806598184094,0.0782228239089933,0.7790170421900141,0.6284225812091228,0.9676436001899564,5.037316373054397
6.306183317426504,0.23566794684379924,0.3333333333333333,0.5,1.4825827516541636,1.4825827516541636,0.095578594227837,0.7889872717996157,0.6389965823443671,1.0851025474549072,5.255152764522086
5.88643259142782,0.17866621720779127,0.3333333333333333,0.5,1.483506369637836,1.483506369637836,0.07774304310421293,0.7736525897542906,0.5890223776526695,0.7711434978246775,4.905360492856516
5.872419501799002,0.172234118042197,0.3333333333333333,0.5,2.845180543391537,2.5788915114692164,0.08072296745534373,0.7622783786567827,0.588293643950202,0.8031170757536591,4.893682918165835
6.186679484563343,0.16531239755538044,0.3333333333333333,0.5,1.1442019364947078,1.0936863734444224,0.08448048181343328,0.7567272475819138,0.5909971184749123,0.7203775822136932,5.155566237136119
5.5478852613115475,0.19790894173743293,0.3333333333333333,0.5,1.4202870599118302,1.4202870599118302,0.07480479491719227,0.7902872739733082,0.6624034718914233,0.7955300921475711,4.623237717759623
6.1472204792204215,0.2467638937176681,0.3333333333333333,0.5,1.7121049349097626,1.7121049349097626,0.07455309377587097,0.7226950950277168,0.5759229322907535,1.1438407824566292,5.122683732683685
6.224271433758435,0.24907240958782756,0.3333333333333333,0.5,2.6695886515956833,2.6695886515956833,0.05780202580316893,0.7444351064869619,0.6494568203696897,1.2362616651085163,5.186892861465363
5.516682320868294,0.21370928868313122,0.3333333333333333,0.5,2.149240411605619,2.149240411605619,0.05915574015010912,0.7673531122169155,0.5917190369980848,0.9135287511642113,4.5972352673902455
6.055516121946668,0.20636626482455275,0.3333333333333333,0.5,2.9982358671855325,2.2111375531294906,0.06511061465777129,0.743576960461526,0.6259838095777375,0.9732906319731419,5.046263434955557
5.957028221247438,0.1708323787965204,0.3333333333333333,0.5,2.0081598571466444,1.1477513167955604,0.09485628174143244,0.7157001298103874,0.5952407211059669,0.7270276144387908,4.964190184372866
6.421669018879573,0.15627827942857359,0.3333333333333333,0.5,2.7386941312551865,2.033528998300866,0.05288052308660991,0.7903061005552336,0.6800290558613581,0.7683421664262599,5.351390849066311
5.982465095270582,0.2183048909800714,0.3333333333333333,0.5,2.765660221729342,1.9155912815451464,0.09241745045817829,0.7585459783169308,0.641064351061116,0.9950131377903421,4.985387579392152
5.596962105626125,0.24960583021043475,0.3333333333333333,0.5,2.974919192047135,2.214535189844557,0.09304151859416676,0.7879165373344807,0.6613342031045952,1.0838204643712976,4.664135088021771
5.784991183394669,0.23075132835147955,0.3333333333333333,0.5,2.5774744780168515,2.1194183568864693,0.08452282643548904,0.7821316365940659,0.5578356789410787,1.0317654094735635,4.820825986162224
5.945339299570047,0.1641942158450426,0.3333333333333333,0.5,2.4692853928385285,2.4692853928385285,0.09000293873418083,0.7749886934590375,0.564494100575263,0.7706361747242161,4.954449416308372
6.067288931162601,0.15790526273455735,0.3333333333333333,0.5,1.5653835824063078,1.5653835824063078,0.05819499786794168,0.740024982336075,0.6589108679002265,0.709703835454296,5.056074109302168
5.639542733933929,0.17779443725034608,0.3333333333333333,0.5,2.7428662099483647,1.762523646328296,0.06650073861775559,0.7891073417105819,0.5965937232247156,0.7528417567804079,4.699618944944941
5.716466469468625,0.1834623942845407,0.3333333333333333,0.5,1.517857928571225,1.517857928571225,0.09080047024314261,0.7096941981621587,0.5820173026208929,0.7789059361910751,4.763722057890521
5.551176633179734,0.18612646341588374,0.3333333333333333,0.5,1.455408486970776,1.455408486970776,0.06296427202416076,0.7890104490292351,0.6430537754634347,0.7521360286183525,4.625980527649779
6.2180578574668415,0.18961170820645254,0.3333333333333333,0.5,1.0210034075881005,1.0210034075881005,0.06181456689168146,0.7476783841220442,0.6394938069184625,0.8225189739648073,5.181714881222368
6.4247880348048,0.2465322362661349,0.3333333333333333,0.5,2.014650166748563,1.2150205794008224,0.08588549872829859,0.7492549232110047,0.5800245981294697,1.1337567817237595,5.353990029004001
5.695362372692439,0.1778721795951999,0.3333333333333333,0.5,2.2834922622614435,1.6895126953051824,0.09036670869815153,0.790000436705454,0.5742649806470005,0.7561702445714381,4.746135310577032
