reproduction_number,r_scaling,sub_clin_prop,sub_clin_scaling,t2_before_al,t2_after_al,p_test_before_al,p_test_after_al,p_test_sub_after_al,R_eff_after_al,R_eff_after_al_estimate,R_eff_before_al
5.885926568922406,0.1299560840749421,0.3333333333333333,0.5,2.1619870925108238,1.0973488889310294,0.07661971182322724,0.887939753673667,0.09717669046091183,0.5381707068887319,0.9790209790209791,4.904938807435339
6.317592508783104,0.20452630472633976,0.3333333333333333,0.5,1.3242625726614272,0.5503678068295321,0.07724199225283508,0.9617464042288035,0.013099280872928864,0.8288861749611824,1.3061224489795917,5.26466042398592
6.419011037512445,0.18913105530056437,0.3333333333333333,0.5,2.1568856498754423,1.0269320717542463,0.06808948513986221,0.9957761096577298,0.12579223384509622,0.8259387788659034,1.625,5.349175864593704
5.727192743246401,0.05505794754179364,0.3333333333333333,0.5,1.289648180973784,1.2415865136298396,0.0811626337596261,0.8457028749230258,0.26588339674418926,0.2256483171808299,0.4,4.772660619372001
6.176391241058139,0.02280268060537392,0.3333333333333333,0.5,1.0359582626763322,1.0359582626763322,0.07644296211430743,0.9467120082027116,0.2050141525000961,0.0965519224747669,0.23529411764705882,5.146992700881783
5.5532272117971075,0.33239318469020857,0.3333333333333333,0.5,1.9264870505165494,0.7855813858302907,0.07632892742419677,0.8883365594871159,0.188471251710921,1.2390463587112934,2.5538461538461537,4.627689343164256
6.1286030026398945,0.026039160672814143,0.3333333333333333,0.5,1.1160398430140286,0.9203923375694387,0.06628426484120582,0.9956639414842401,0.24082529721674042,0.10612179382581421,0.0,5.107169168866579
6.488246740487341,0.0870570581452493,0.3333333333333333,0.5,1.5669940852612232,0.5376348228047094,0.0812484798888741,0.9814486614846789,0.29111117040125034,0.3514792269318226,0.8571428571428571,5.406872283739451
5.813372402608461,0.10061726728349828,0.3333333333333333,0.5,1.6795135132762815,0.8960059623966958,0.08444876743357344,0.7528711360000693,0.14724327354311295,0.41266067072821216,0.7407407407407407,4.8444770021737185
6.277653746050164,0.2968183751328844,0.3333333333333333,0.5,1.3554815224721848,0.8833412407609917,0.0739783342605871,0.8522409539888883,0.05504040809621202,1.289468490430086,2.6351931330472103,5.23137812170847
5.69996757195313,0.3279502364908096,0.3333333333333333,0.5,2.165316064901043,0.5150047740010055,0.0833051078217204,0.7301005999199893,0.00978696760638551,1.2800831939419,2.3890462700661,4.749972976627609
5.726447764968431,0.20267512559335335,0.3333333333333333,0.5,2.216010805379927,1.2941640527166232,0.06778813987395166,0.8005497102531018,0.29018404442285456,0.8410593081329227,1.4285714285714286,4.772039804140359
5.502882967284651,0.04328931999932614,0.3333333333333333,0.5,1.8723818976876512,1.3147393377844478,0.07032683096874634,0.7755563732151983,0.2354983282583911,0.1741278279268916,0.46153846153846156,4.585735806070542
