reproduction_number,r_scaling,sub_clin_prop,sub_clin_scaling,t2_before_al,t2_after_al,p_test_before_al,p_test_after_al,p_test_sub_after_al,R_eff_after_al,R_eff_after_al_estimate,R_eff_before_al
6.335929025802082,0.07261462471292987,0.3333333333333333,0.5,3.3451987266067955,3.157208489853997,0.12467333941982262,0.6514491622430085,0.0,0.37621931691816146,0.36056338028169016,5.279940854835069
6.163829485299372,0.0804771889231022,0.3333333333333333,0.5,3.863113725420149,1.1684713784286498,0.11713651115677133,0.4922181498396763,0.0,0.3802514690294294,0.3767441860465116,5.13652457108281
6.445874467842649,0.07439057063131252,0.3333333333333333,0.5,2.635363556119848,1.8842180379816562,0.1331247159361988,0.588173729968378,0.0,0.377091923704548,0.3723076923076923,5.371562056535541
6.220635968132566,0.2107496000804434,0.3333333333333333,0.5,3.707158435352484,1.2447762744604614,0.08071078950966423,0.7549055598002,0.0,0.965040064080058,0.8734036646307607,5.1838633067771385
6.024384208447847,0.23732624401787764,0.3333333333333333,0.5,3.997296364963353,1.6352425125993142,0.11785845642014592,0.4052189030818835,0.0,1.135230111270441,1.0831929942741665,5.02032017370654
5.758385045395601,0.08486999127147091,0.3333333333333333,0.5,3.316594448570057,2.4612875256169,0.11480160802078965,0.7722089715006858,0.0,0.389041608760845,0.17857142857142858,4.7986542044963345
5.8879370249257414,0.20668186654850385,0.3333333333333333,0.5,2.2320355410122343,1.322290412283631,0.05639468504683003,0.4095488748374987,0.0,0.9532888566218021,0.8871537460494515,4.906614187438118
6.125120359360314,0.18714617241842912,0.3333333333333333,0.5,4.008623729349426,3.5637010947563663,0.08901614920269676,0.7064211914844378,0.0,0.9429944094846567,0.8542791056283732,5.104266966133595
5.804207042251964,0.17180698530534508,0.3333333333333333,0.5,3.2021586651762677,2.272076181085122,0.061532219254041155,0.6574789990097678,0.0,0.7933963870820502,0.7398523985239852,4.836839201876637
6.081905601523035,0.08824964084354875,0.3333333333333333,0.5,3.0943529992935432,3.08198537299129,0.141197138150158,0.6394697198647908,0.0,0.4383545039920515,0.328125,5.068254667935863
6.046733277571243,0.18130494230003535,0.3333333333333333,0.5,2.1715845349538787,2.1715845349538787,0.0932789048836598,0.4795244248210841,0.0,0.8806430238798549,0.8084456881200712,5.038944397976036
5.799218367375229,0.16753317549499847,0.3333333333333333,0.5,3.9558279865173227,2.926955484256152,0.07251884840522509,0.7502585081378657,0.0,0.7873493743017039,0.6969147005444646,4.832681972812691
6.382303131659724,0.1311903079913954,0.3333333333333333,0.5,4.915758929927851,2.523673038308741,0.05972868542507384,0.5322470420412779,0.0,0.6774534271058263,0.6607142857142857,5.31858594304977
5.885637833700365,0.20558726275803374,0.3333333333333333,0.5,2.0551263610819497,2.0551263610819497,0.12167817069561035,0.7353906894784193,0.0,0.9467246906776038,0.8521057786483839,4.9046981947503046
5.76749479318153,0.2699944528911608,0.3333333333333333,0.5,3.8088593967744533,2.470236582396526,0.11646930277979885,0.632683142823822,0.0,1.2504893132287838,1.1124573190880054,4.806245660984609
6.323974069515724,0.19048939118889868,0.3333333333333333,0.5,2.525631615400068,1.6760416472158062,0.07825943327879877,0.4949871371039568,0.0,0.9477895786697441,0.949290060851927,5.269978391263103
6.240940266711166,0.21501309149858777,0.3333333333333333,0.5,3.6282838812978238,1.693432378064595,0.07302368709269517,0.4132611256523455,0.0,1.0667723932941113,1.0225002424595093,5.200783555592639
6.1983330960415834,0.09322187843888029,0.3333333333333333,0.5,4.052499191287108,1.9098355089315528,0.06358511877869574,0.7507749987212557,0.0,0.4476203067731304,0.41325966850828727,5.165277580034653
6.301608514690316,0.015187336730739574,0.3333333333333333,0.5,3.471000750390517,1.8970822794336868,0.1453413789184112,0.5531233752101572,0.0,0.0755743821711335,0.0,5.2513404289085965
6.089870482814719,0.23901514543691896,0.3333333333333333,0.5,2.491832226616979,2.363214734428553,0.05231760088378978,0.6022611595263566,0.0,1.1666550440495316,1.0956239870340356,5.074892069012266
5.608296089631924,0.25225197535285887,0.3333333333333333,0.5,4.0806609594318495,1.7862126478797655,0.09501848009926389,0.4978165971716104,0.0,1.118139558508943,1.0529161838547703,4.6735800746932705
6.060933650967741,0.12678134460090815,0.3333333333333333,0.5,3.859330572426771,2.835205270819219,0.09236301994525487,0.6767636171443401,0.0,0.6228823118899669,0.4857142857142857,5.050778042473118
5.53816868890998,0.17866415618217218,0.3333333333333333,0.5,3.554349088603365,3.554349088603365,0.08308588789265714,0.43988342674977804,0.0,0.8179030399156617,0.7667638483965015,4.615140574091651
5.956384835299826,0.1783760219274179,0.3333333333333333,0.5,2.754387115183118,2.754387115183118,0.09753708722413193,0.4984752772784196,0.0,0.8661112150050315,0.803017188079634,4.963654029416522
6.190497200037273,0.1466980144955967,0.3333333333333333,0.5,4.884707231486213,2.4553324144266004,0.13937230587648103,0.7063345535624436,0.0,0.7256374031930483,0.6614232209737828,5.158747666697727
6.012887016526194,0.040772334697446164,0.3333333333333333,0.5,3.4315078812381623,2.861612608225433,0.06035909606984542,0.4494521041792357,0.0,0.20069742000706584,0.17982456140350878,5.010739180438495
6.283516166645177,0.10528011134717181,0.3333333333333333,0.5,4.004693629859741,3.5289033426168785,0.08301786602734332,0.45501555304045893,0.0,0.5465309439859838,0.5061728395061729,5.236263472204315
6.334781932925333,0.20448747942137657,0.3333333333333333,0.5,4.714493411852148,2.631429972243699,0.14228760940191232,0.6918037939495589,0.0,1.0426715468948118,0.9552094818081588,5.278984944104445
6.219377820157011,0.017992279567579966,0.3333333333333333,0.5,4.5953429753969814,3.7119658639169266,0.1456179601396138,0.5064061762647956,0.0,0.0925328001246765,0.037037037037037035,5.182814850130843
6.126168406531949,0.08826822696246087,0.3333333333333333,0.5,3.719211950357156,1.4855569077769313,0.11305793477907829,0.6259487600080158,0.0,0.4138842487918366,0.3713850837138508,5.105140338776625
5.608827508191711,0.029589452133248047,0.3333333333333333,0.5,3.1993478102961124,3.1993478102961124,0.06861566277058531,0.6953628312023548,0.0,0.1356606269839134,0.0,4.674022923493093
5.754923898409464,0.024089201680248695,0.3333333333333333,0.5,4.403912512440952,2.9487128368966102,0.13430030419404235,0.4014606999492181,0.0,0.11386261907969739,0.08108108108108109,4.7957699153412205
5.696415309912385,0.03649101725182592,0.3333333333333333,0.5,2.4242235102564287,2.083102719100406,0.1360794450341148,0.49387583476804403,0.0,0.16628111708485113,0.17307692307692307,4.747012758260321
5.523886224599528,0.24164180367472257,0.3333333333333333,0.5,3.9550462071218426,3.6662305702084814,0.14010112456978496,0.42805770348794003,0.0,1.1046852915101464,1.0136599152143193,4.603238520499607
6.12029884477972,0.10078887979943804,0.3333333333333333,0.5,3.09772642334641,1.1066753374897795,0.10853413943589618,0.6684951459330115,0.0,0.45575184802247043,0.4805699481865285,5.100249037316433
5.770324027205401,0.12916513478521596,0.3333333333333333,0.5,4.742174544424316,2.214336042980273,0.13314034808144398,0.5392773722039682,0.0,0.596841156692324,0.5641025641025641,4.808603356004501
6.120248888257634,0.0702798549669519,0.3333333333333333,0.5,2.233132191701101,1.488269407719492,0.09045526441602274,0.6778977236082366,0.0,0.3268571395447602,0.3282051282051282,5.100207406881362
6.438582500582518,0.12675474519600585,0.3333333333333333,0.5,2.377631408377216,2.377631408377216,0.08703501660927326,0.7187000568224459,0.0,0.6495124355735312,0.5961538461538461,5.365485417152098
6.154402971338078,0.21670879373513474,0.3333333333333333,0.5,4.189021886443492,1.541349787185412,0.06351624563808814,0.7749278402261502,0.0,1.0037804793129486,0.9020797227036396,5.128669142781732
5.893089193021115,0.011523661505428193,0.3333333333333333,0.5,2.3294861286272646,2.3294861286272646,0.0907963538848328,0.4377534984659379,0.0,0.054972068422660426,0.03684210526315789,4.9109076608509294
6.113172087798848,0.03234180241149121,0.3333333333333333,0.5,3.68367134695413,2.673323328511228,0.11383889561891454,0.43359416612093704,0.0,0.16137795378148093,0.14475431606905712,5.0943100731657065
5.625398899187763,0.2396408072339123,0.3333333333333333,0.5,4.987536763199034,3.739175754717439,0.14194292582204393,0.6142212253004278,0.0,1.1132486062484441,1.0416001502488497,4.687832415989803
6.100617207746865,0.07298333663621227,0.3333333333333333,0.5,2.3689405590436525,1.7019788169100605,0.14127832003455693,0.6001610533377405,0.0,0.34640095132977494,0.35294117647058826,5.083847673122388
5.514720637781474,0.17613998052606827,0.3333333333333333,0.5,4.22827022256109,2.1922684486576243,0.13419643414685012,0.7423438353037061,0.0,0.7650908994181096,0.5,4.595600531484562
6.368972939783093,0.13301263799872498,0.3333333333333333,0.5,4.573234161981595,2.6434212478583854,0.1416419303520911,0.6405151060633101,0.0,0.6839278362285326,0.6195432205839838,5.3074774498192445
6.2484628231139725,0.04056815515997634,0.3333333333333333,0.5,2.350256334441629,1.7527619830013192,0.0570625559856883,0.6914074498317146,0.0,0.1957103593305999,0.19444444444444445,5.207052352594977
6.2408968514823835,0.15100502839259355,0.3333333333333333,0.5,4.6207712410548085,3.944608057346154,0.06229689314087723,0.4119844026370989,0.0,0.7816554259887327,0.7465705649848873,5.20074737623532
5.523257019517478,0.12300584161537408,0.3333333333333333,0.5,4.911485271223812,1.8029998627216788,0.07349660202263349,0.4170919530751211,0.0,0.5420286293908256,0.48823529411764705,4.602714182931233
5.698460867321194,0.10305566869426787,0.3333333333333333,0.5,4.748352647914457,3.1098596123560016,0.08959728954485402,0.6032418914459706,0.0,0.48044886500393597,0.3515850144092219,4.748717389434328
5.993057404809935,0.24070989224361486,0.3333333333333333,0.5,3.0350957213697933,1.1335663674127034,0.0877976020600866,0.7267940192306751,0.0,1.0565611914866717,0.9617582417582418,4.99421450400828
6.197246064743445,0.1973547823526309,0.3333333333333333,0.5,2.9174596122523493,2.9174596122523493,0.07395054407044852,0.4815958935594137,0.0,1.0010282866228772,0.9268993593965156,5.164371720619537
6.1232937480583765,0.08032131880177253,0.3333333333333333,0.5,4.878887515750181,1.6530252106326868,0.09686688050541004,0.42520985531253086,0.0,0.3898379872500567,0.29901960784313725,5.102744790048647
6.110564200040203,0.04623058848450663,0.3333333333333333,0.5,4.469905924885743,2.887971928397489,0.09766128459126826,0.7813024239345173,0.0,0.2283887171242457,0.0,5.092136833366836
6.263366263753939,0.08608056457772713,0.3333333333333333,0.5,4.727097563056539,3.7381444736474583,0.0656678975531007,0.7676054060702698,0.0,0.44421687298945994,0.38011695906432746,5.2194718864616165
6.388653568439979,0.10437401161560682,0.3333333333333333,0.5,3.5939495216064348,2.028201704779159,0.12586494168612522,0.5849307292550693,0.0,0.5280451135577745,0.5,5.323877973699983
5.653284072152273,0.23999975858955594,0.3333333333333333,0.5,2.6308803470829467,2.149412472052618,0.13578546659555002,0.5704580894528813,0.0,1.0812126593012183,0.9816933638443935,4.711070060126894
6.138443084965385,0.034024954270230674,0.3333333333333333,0.5,4.796204054210374,2.524018471996646,0.13888546205742758,0.7830631385890533,0.0,0.166605019815583,0.0,5.115369237471154
6.15250792321336,0.07310918907557558,0.3333333333333333,0.5,4.713640248032759,3.1097786109963668,0.11052357369159779,0.7043496011434947,0.0,0.3668474184801113,0.3333333333333333,5.127089936011133
6.186183908922016,0.16601559602900928,0.3333333333333333,0.5,2.3917372976650353,2.041985244346389,0.10725243982105997,0.5589707350968696,0.0,0.8156395137593538,0.7215528781793842,5.155153257435013
5.777462307585921,0.09156395057149185,0.3333333333333333,0.5,4.113392967104806,2.2099266594500753,0.10757521924323823,0.46877050431985484,0.0,0.4258119186931589,0.36538461538461536,4.814551922988268
5.677142206603178,0.218707058452686,0.3333333333333333,0.5,3.5365109965003856,3.2966640092925332,0.1388066160088885,0.7461059537427019,0.0,1.0156531643707292,0.9,4.730951838835982
6.494872286326418,0.2359066665200799,0.3333333333333333,0.5,2.1571878930962614,2.1571878930962614,0.12035696027263254,0.7033966415419187,0.0,1.2084354834428273,1.0822335025380712,5.412393571938682
5.7478104139876045,0.20526606617865634,0.3333333333333333,0.5,3.7471609056715836,1.1181924142016288,0.10807111609147158,0.6235154059061498,0.0,0.8799853942751807,0.8063157894736842,4.789842011656337
5.54154811322301,0.22027711523017024,0.3333333333333333,0.5,4.612922419696221,2.2292353501634965,0.137223272202032,0.5674762260855696,0.0,0.9759602133373786,0.9206349206349206,4.617956761019175
6.3700220821608395,0.21842703539977967,0.3333333333333333,0.5,2.698751657576244,2.21894324898189,0.10458118499571792,0.7122673012724126,0.0,1.0999057731109583,1.0112523166534286,5.308351735134033
6.010812654425348,0.16642490691150022,0.3333333333333333,0.5,4.842680961857324,1.193933787222122,0.13226018677326729,0.5041569831489415,0.0,0.7663773826016619,0.7317073170731707,5.009010545354457
5.557547651410402,0.24880322939365682,0.3333333333333333,0.5,3.23108302548096,1.623756053830625,0.10188892713148553,0.6205913713247728,0.0,1.0682734627232597,0.9769746429612358,4.6312897095086685
5.512178162222812,0.175410170440906,0.3333333333333333,0.5,3.8891092317614717,2.804463841020522,0.09810578967149627,0.6786014303949003,0.0,0.7830174111425192,0.6985679357317499,4.593481801852343
