reproduction_number,r_scaling,sub_clin_prop,sub_clin_scaling,t2_before_al,t2_after_al,p_test_before_al,p_test_after_al,p_test_sub_after_al,R_eff_after_al,R_eff_before_al
5.9447700476403265,0.27597989374960885,0.3333333333333333,0.5,2.1507196854098787,0.5683517801072686,0.08929269722028357,0.8059850276241233,0.025058261736009224,1.104969671431201,4.953975039700272
5.688339109165636,0.05163607624418376,0.3333333333333333,0.5,2.865827373709084,0.631123459488343,0.07025919627453393,0.9522788633446582,0.02941827065453093,0.19126280218353678,4.740282590971363
5.8647100086100785,0.155447316910974,0.3333333333333333,0.5,2.8702965024745772,0.6380774616234945,0.06293639050399,0.9946655870110988,0.01598590880284705,0.5875776293707622,4.887258340508399
6.128002636948169,0.2867067294457222,0.3333333333333333,0.5,2.1321340300263643,0.7309446764687124,0.0726830009580239,0.9852446240372142,0.16490920454984787,1.1412405914827295,5.106668864123475
6.341216705182568,0.1834618844704909,0.3333333333333333,0.5,1.630439661239992,0.5623168145312383,0.09330955029569146,0.9251602736495624,0.031139758174751342,0.7551690284917802,5.284347254318806
6.121195936871806,0.018552247968282885,0.3333333333333333,0.5,2.6909568216047397,1.1455683715908564,0.089282430858298,0.9559120327441042,0.28017345645040126,0.07858507066326265,5.100996614059839
5.719820312125722,0.17356238264183996,0.3333333333333333,0.5,2.3596589969235238,0.8712160820612567,0.088465779319251,0.8015784449309259,0.03128405418205229,0.6951837994395621,4.766516926771435
5.526606352829201,0.31475434615106646,0.3333333333333333,0.5,1.116082196157186,1.0714587848958719,0.09489314767783663,0.7982905824285806,0.048116729620206654,1.2456509217832117,4.605505294024334
5.7519801733163565,0.31342449773278397,0.3333333333333333,0.5,1.0261905463628231,0.7739075891331129,0.06528828392476377,0.7539441138760221,0.060936018485906726,1.2603900113078184,4.793316811096964
6.333850389132442,0.07902164687230354,0.3333333333333333,0.5,1.216500957311231,1.2161732848471685,0.07333873308822197,0.8270216457060073,0.19501926398118993,0.35952376343357667,5.278208657610368
6.2834130067924665,0.0774940348507328,0.3333333333333333,0.5,1.9691607786021184,1.3268346649637253,0.06293964343778498,0.7592379158797824,0.042948103175056686,0.36016632728662584,5.236177505660389
5.578176863009445,0.10803701575871408,0.3333333333333333,0.5,2.501680448013966,1.382895290160565,0.0936426067497576,0.8253378383277826,0.11412153942049676,0.44205044009395494,4.648480719174538
5.790592270247215,0.21568877129838243,0.3333333333333333,0.5,1.2384082769854259,0.6126076512103031,0.06428425149613214,0.9457909017766016,0.08119757255948272,0.8092953872100916,4.825493558539346
6.211532604528818,0.3280278715954752,0.3333333333333333,0.5,1.28865360147966,0.978550741685861,0.09321412835717288,0.8981219454502265,0.009843834237091675,1.415993411642434,5.176277170440682
5.631768938215099,0.2482211983859893,0.3333333333333333,0.5,2.431810668420955,0.7665272481351153,0.06789519377336263,0.7895089492335048,0.18421455795148453,0.9602235530411629,4.693140781845916
6.474920325166348,0.1401478178768767,0.3333333333333333,0.5,1.5670029383952002,0.7087652490728007,0.0816407216895624,0.7113659370946205,0.12122242418983557,0.6341150613534504,5.395766937638624
5.839543815926518,0.021654633903039268,0.3333333333333333,0.5,1.076547318370185,0.6897253618844177,0.08606333552089891,0.7088398892653847,0.2797304550790231,0.08731153284665015,4.866286513272099
5.568430519091863,0.08289891115705195,0.3333333333333333,0.5,2.9843400447858377,1.376878928917168,0.08679927451951454,0.9021330522614406,0.07644553343185623,0.3347515162199232,4.640358765909886
5.987921425361288,0.15519442110241088,0.3333333333333333,0.5,1.8691810562652647,1.2244997400649715,0.0759306773283584,0.7740345405362791,0.16758241186783404,0.6753916764669388,4.989934521134407
6.130956136653811,0.2554460243290273,0.3333333333333333,0.5,2.301291441040947,1.4849898527891203,0.09647524810000753,0.8800845897275549,0.17522269235277707,1.14799652999949,5.109130113878177
6.2824670401162415,0.04533440323203358,0.3333333333333333,0.5,2.45632136643135,1.0706478254721814,0.07399994682523604,0.949567062338988,0.08043555383667216,0.1973619574689264,5.2353892000968685
6.2131777337837235,0.2610201563095746,0.3333333333333333,0.5,1.5975081778622982,0.6399496789471844,0.0803995125874555,0.9532274945074224,0.26944716129839136,1.0388734139161646,5.1776481114864366
5.6801560414267644,0.15185662727042143,0.3333333333333333,0.5,2.2892453840624345,0.9247005314066865,0.09247254076061426,0.983777409440794,0.17355304817702086,0.5779311925108608,4.733463367855637
5.908222396217585,0.15833627815284687,0.3333333333333333,0.5,1.7806272750274768,0.5426035180146211,0.08567617697728869,0.73814885862516,0.24945400160394948,0.6300508748731102,4.923518663514654
5.813098531526882,0.21259126816913806,0.3333333333333333,0.5,2.853560716484252,0.7650690053085285,0.057602570383774004,0.939747946115589,0.2915240995458153,0.8103280286087482,4.844248776272402
5.702758922381586,0.06474943945190091,0.3333333333333333,0.5,2.264649091362988,1.1584568540855928,0.08399815821372553,0.726568950623651,0.21499133096395948,0.26835837647133426,4.752299101984655
5.982523479397286,0.017620629075544868,0.3333333333333333,0.5,1.2793498446729221,1.2793498446729221,0.098572269404265,0.7374126701372531,0.15446702995798692,0.07755979783181037,4.985436232831072
6.156377203582062,0.32214415498357624,0.3333333333333333,0.5,2.616498487631252,0.692464001190636,0.06833767362461077,0.7405421727717528,0.20605676401525067,1.3649899228356022,5.130314336318386
5.802183476218822,0.1635041637741621,0.3333333333333333,0.5,2.488306331882151,0.7298475098778421,0.07508313318206504,0.9461161341555515,0.1451873228027204,0.6236010751821176,4.835152896849019
5.92331419273762,0.03064943849227454,0.3333333333333333,0.5,2.4754352861276026,0.7817571376746344,0.09957569865085691,0.8960992627420666,0.2440728935384061,0.12111344425442537,4.936095160614683
5.963546656565864,0.2162945102325575,0.3333333333333333,0.5,1.071859143211944,0.7254285270292753,0.05985778393198066,0.9336658317368349,0.0930031940589285,0.8531943102264649,4.969622213804887
5.693189507199833,0.05302355046218779,0.3333333333333333,0.5,1.4323586684599836,0.9727486727168824,0.09994620760308164,0.7106425135167758,0.05208442365778607,0.21786792717199957,4.7443245893331945
5.527711270665931,0.19202592373620733,0.3333333333333333,0.5,1.0729316671739535,1.0729316671739535,0.08245149551081174,0.8057831462960003,0.06846976336409805,0.7582908531054325,4.6064260588882755
6.39608068347931,0.21639484799754996,0.3333333333333333,0.5,2.684515897741137,1.3486067763532394,0.0691021794789112,0.7910212071022057,0.11554331213881042,1.017461228093162,5.330067236232758
5.82532325320972,0.20739485660674284,0.3333333333333333,0.5,2.0556225128850945,1.2722335393152486,0.08051573934990053,0.9675356327989606,0.0954391961107555,0.855428326238709,4.854436044341433
6.278908174676132,0.13468494744619122,0.3333333333333333,0.5,1.5343398794452772,1.0582428506768844,0.09926985255001688,0.7950838437032218,0.2330772073514245,0.5994037616008032,5.232423478896776
6.461965670136906,0.018597963279400744,0.3333333333333333,0.5,1.5964428882093546,0.9090155319379896,0.05515102813781465,0.8952378647459005,0.15468221487868433,0.08212690780567429,5.384971391780756
5.8146720749598435,0.12094943301855217,0.3333333333333333,0.5,2.602987334508346,0.7710119531864215,0.09602245684800259,0.7948043400963133,0.2186696597604091,0.48164637324602266,4.845560062466537
5.531451789608035,0.3255061894195192,0.3333333333333333,0.5,2.216524969745652,0.7265240994539754,0.09143277108513936,0.8934650372394278,0.10099471859482946,1.2035060586438635,4.609543158006696
6.372421729612894,0.284183587273171,0.3333333333333333,0.5,2.463589714747475,0.9981449473890529,0.06879000743848009,0.7646274595853153,0.2928513585410763,1.2788751181728764,5.310351441344078
6.422178079231404,0.1858977460462873,0.3333333333333333,0.5,1.4943266058539066,1.0631572825592177,0.07546767518216857,0.7845864758144409,0.2596853403074541,0.8473444661519661,5.3518150660261705
5.612685016936702,0.14012120487223528,0.3333333333333333,0.5,2.060510567100416,1.115657694646607,0.08947779400799431,0.9125604275964647,0.2533304111553877,0.547523036828716,4.677237514113918
5.886300358402964,0.27909135079444086,0.3333333333333333,0.5,2.711225478355507,0.632859715712123,0.09074882675634485,0.7604523476605017,0.0004696250200774354,1.1320629506422886,4.905250298669136
5.533001479764684,0.317330706938437,0.3333333333333333,0.5,2.7842175445479493,1.136733076099863,0.09799386606981969,0.7598920036608925,0.27991466042669294,1.2612484730141469,4.61083456647057
6.166961317229745,0.19726940122166867,0.3333333333333333,0.5,2.7942875462721912,0.9371492720458177,0.07590876029974224,0.8992420806339899,0.01508305350342618,0.8404855009054384,5.139134431024788
